Region,BGC,Unit,Spp,RefSuit,ESuitAB,ESuit,Comment,NonProd,FN1,FN2,FN3,FN4,FN5,FN6
Vancouver,CWHxm1,CWHxm1/06,Cw,1,1,1,,,,,,,,
Vancouver,CWHxm1,CWHxm1/06,Dr,0,2,2,,,7,41,900,,,
Vancouver,CWHxm1,CWHxm1/06,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm1,CWHxm1/06,Fd,2,1,1,,,18,,,,,
Vancouver,CWHxm1,CWHxm1/06,Hw,1,1,1,,,,,,,,
Vancouver,CWHxm1,CWHxm1/06,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/07,Act,0,2,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/07,Bg,1,1,1,,,47,,,,,
Vancouver,CWHxm1,CWHxm1/07,Cw,1,1,1,,,,,,,,
Vancouver,CWHxm1,CWHxm1/07,Dr,0,2,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/07,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm1,CWHxm1/07,Fd,1,1,1,,,,,,,,
Vancouver,CWHxm1,CWHxm1/07,Hw,3,2,5,,,,,,,,
Vancouver,CWHxm1,CWHxm1/07,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/08,Act,0,1,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/08,Bg,1,1,1,,,47,,,,,
Vancouver,CWHxm1,CWHxm1/08,Cw,1,1,1,,,,,,,,
Vancouver,CWHxm1,CWHxm1/08,Dr,0,1,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/08,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm1,CWHxm1/08,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/08,Ss,1,2,2,,,35,,,,,
Vancouver,CWHxm1,CWHxm1/09,Act,0,1,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/09,Bg,2,2,2,,,1,47,,,,
Vancouver,CWHxm1,CWHxm1/09,Cw,2,2,2,,,1,,,,,
Vancouver,CWHxm1,CWHxm1/09,Dr,0,1,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/09,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm1,CWHxm1/09,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/10,Act,0,1,1,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/10,Dr,0,1,1,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/10,Ep,0,3,3,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/10,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/11,Cw,3,3,3,,,1,,,,,
Vancouver,CWHxm1,CWHxm1/11,Pl,1,1,1,,,1,,,,,
Vancouver,CWHxm1,CWHxm1/12,Act,0,2,2,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/12,Cw,1,1,1,,,1,,,,,
Vancouver,CWHxm1,CWHxm1/12,Dr,0,3,3,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/12,Ep,0,3,3,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/12,Hw,3,3,3,,,1,,,,,
Vancouver,CWHxm1,CWHxm1/12,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/12,Pw,3,3,3,,,31,,,,,
Vancouver,CWHxm1,CWHxm1/12,Ss,3,3,3,,,35,,,,,
Vancouver,CWHxm1,CWHxm1/13,Act,0,1,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/13,Bg,1,2,2,,,47,,,,,
Vancouver,CWHxm1,CWHxm1/13,Cw,1,1,1,,,,,,,,
Vancouver,CWHxm1,CWHxm1/13,Dr,0,1,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/13,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm1,CWHxm1/13,Fd,2,2,2,,,,,,,,
Vancouver,CWHxm1,CWHxm1/13,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/14,Act,0,1,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/14,Bg,1,2,2,,,1,47,,,,
Vancouver,CWHxm1,CWHxm1/14,Cw,1,1,1,,,1,,,,,
Vancouver,CWHxm1,CWHxm1/14,Dr,0,1,1,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/14,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm1,CWHxm1/14,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm1,CWHxm1/15,Act,0,1,1,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/15,Cw,1,1,1,,,1,,,,,
Vancouver,CWHxm1,CWHxm1/15,Dr,0,1,1,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/15,Ep,0,3,3,,,901,,,,,
Vancouver,CWHxm1,CWHxm1/15,Mb,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/01,Cw,3,2,2,,,,,,,,
Vancouver,CWHxm2,CWHxm2/01,Dr,0,2,2,,,7,42,900,,,
Vancouver,CWHxm2,CWHxm2/01,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm2,CWHxm2/01,Fd,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/01,Hw,2,1,1,,,24,,,,,
Vancouver,CWHxm2,CWHxm2/01,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/01,Pw,3,3,3,,,31,,,,,
Vancouver,CWHxm2,CWHxm2/01,Ra,0,2,2,,,900,,,,,
Vancouver,CWHxm2,CWHxm2/02,Fd,2,2,2,,,,,,,,
Vancouver,CWHxm2,CWHxm2/02,Pl,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/02,Qg,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/02,Ra,0,2,2,,,900,,,,,
Vancouver,CWHxm2,CWHxm2/03,Act,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/03,Cw,3,3,3,,,,,,,,
Vancouver,CWHxm2,CWHxm2/03,Dr,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/03,Ep,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/03,Fd,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/03,Hw,3,2,2,,,,,,,,
Vancouver,CWHxm2,CWHxm2/03,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/03,Pl,2,2,2,,,6,,,,,
Vancouver,CWHxm2,CWHxm2/03,Ra,0,2,2,,,900,,,,,
Vancouver,CWHxm2,CWHxm2/04,Act,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/04,Cw,3,3,3,,,,,,,,
Vancouver,CWHxm2,CWHxm2/04,Dr,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/04,Ep,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/04,Fd,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/04,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/04,Pw,3,3,3,,,31,,,,,
Vancouver,CWHxm2,CWHxm2/05,Act,0,2,2,,,42,900,,,,
Vancouver,CWHxm2,CWHxm2/05,Bg,3,2,2,,,53,,,,,
Vancouver,CWHxm2,CWHxm2/05,Cw,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/05,Dr,0,2,2,,,42,900,,,,
Vancouver,CWHxm2,CWHxm2/05,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm2,CWHxm2/05,Fd,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/05,Hw,3,2,2,,,,,,,,
Vancouver,CWHxm2,CWHxm2/05,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/05,Pw,3,3,3,,,31,,,,,
Vancouver,CWHxm2,CWHxm2/06,Act,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/06,Bg,3,3,3,,,7,,,,,
Vancouver,CWHxm2,CWHxm2/06,Cw,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/06,Dr,0,2,2,,,7,41,900,,,
Vancouver,CWHxm2,CWHxm2/06,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm2,CWHxm2/06,Fd,2,1,1,,,18,,,,,
Vancouver,CWHxm2,CWHxm2/06,Hw,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/06,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/07,Act,0,2,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/07,Bg,1,1,1,,,47,,,,,
Vancouver,CWHxm2,CWHxm2/07,Cw,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/07,Dr,0,2,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/07,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm2,CWHxm2/07,Fd,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/07,Hw,3,2,2,,,,,,,,
Vancouver,CWHxm2,CWHxm2/07,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/08,Act,0,1,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/08,Bg,1,1,1,,,47,,,,,
Vancouver,CWHxm2,CWHxm2/08,Cw,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/08,Dr,0,1,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/08,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm2,CWHxm2/08,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/08,Ss,1,2,2,,,35,,,,,
Vancouver,CWHxm2,CWHxm2/09,Act,0,1,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/09,Bg,2,2,2,,,1,47,,,,
Vancouver,CWHxm2,CWHxm2/09,Cw,2,2,2,,,1,,,,,
Vancouver,CWHxm2,CWHxm2/09,Dr,0,1,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/09,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm2,CWHxm2/09,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/10,Act,0,1,1,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/10,Dr,0,1,1,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/10,Ep,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/10,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/11,Cw,3,3,3,,,1,,,,,
Vancouver,CWHxm2,CWHxm2/11,Pl,1,1,2,,,1,,,,,
Vancouver,CWHxm2,CWHxm2/12,Act,0,2,2,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/12,Cw,1,1,1,,,1,,,,,
Vancouver,CWHxm2,CWHxm2/12,Dr,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/12,Ep,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/12,Hw,3,3,3,,,1,,,,,
Vancouver,CWHxm2,CWHxm2/12,Mb,0,2,2,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/12,Pw,3,3,3,,,31,,,,,
Vancouver,CWHxm2,CWHxm2/12,Ss,3,3,3,,,35,,,,,
Vancouver,CWHxm2,CWHxm2/13,Act,0,1,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/13,Bg,1,2,2,,,47,,,,,
Vancouver,CWHxm2,CWHxm2/13,Cw,1,1,1,,,,,,,,
Vancouver,CWHxm2,CWHxm2/13,Dr,0,1,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/13,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm2,CWHxm2/13,Fd,2,2,2,,,,,,,,
Vancouver,CWHxm2,CWHxm2/13,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/14,Act,0,1,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/14,Bg,1,2,2,,,1,47,,,,
Vancouver,CWHxm2,CWHxm2/14,Cw,1,1,1,,,1,,,,,
Vancouver,CWHxm2,CWHxm2/14,Dr,0,1,1,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/14,Ep,0,3,3,,,18,900,,,,
Vancouver,CWHxm2,CWHxm2/14,Mb,0,2,2,,,41,900,,,,
Vancouver,CWHxm2,CWHxm2/15,Act,0,1,1,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/15,Cw,1,1,1,,,1,,,,,
Vancouver,CWHxm2,CWHxm2/15,Dr,0,1,1,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/15,Ep,0,3,3,,,901,,,,,
Vancouver,CWHxm2,CWHxm2/15,Mb,0,3,3,,,901,,,,,
Cariboo,ESSFdc2,ESSFdc2/01,Bl,2,1,1,,,,,,,,
Kamloops,ESSFdc2,ESSFdc2/01,Bl,2,1,1,,,,,,,,
Cariboo,ESSFdc2,ESSFdc2/01,Pl,1,1,1,,,,,,,,
Kamloops,ESSFdc2,ESSFdc2/01,Pl,1,1,1,,,,,,,,
Cariboo,ESSFdc2,ESSFdc2/02,Bl,3,3,3,Marginal Productivity,NonProd,13,,,,,
Kamloops,ESSFdc2,ESSFdc2/02,Bl,3,3,3,Marginal Productivity,NonProd,13,,,,,
Cariboo,ESSFdc2,ESSFdc2/02,Pl,1,1,2,Marginal Productivity,NonProd,52,,,,,
Kamloops,ESSFdc2,ESSFdc2/02,Pl,1,1,2,Marginal Productivity,NonProd,52,,,,,
Cariboo,ESSFdc2,ESSFdc2/03,Bl,3,2,2,,,13,,,,,
Kamloops,ESSFdc2,ESSFdc2/03,Bl,3,2,2,,,13,,,,,
Cariboo,ESSFdc2,ESSFdc2/03,Pa,3,3,3,,,9,17,,,,
Kamloops,ESSFdc2,ESSFdc2/03,Pa,3,3,3,,,9,17,,,,
Cariboo,ESSFdc2,ESSFdc2/03,Pl,1,1,1,,,,,,,,
Kamloops,ESSFdc2,ESSFdc2/03,Pl,1,1,1,,,,,,,,
Cariboo,ESSFdc2,ESSFdc2/04,Bl,2,1,2,upper elev,,13,,,,,
Kamloops,ESSFdc2,ESSFdc2/04,Bl,2,1,2,upper elev,,13,,,,,
Cariboo,ESSFdc2,ESSFdc2/04,Pl,1,1,1,,,,,,,,
Kamloops,ESSFdc2,ESSFdc2/04,Pl,1,1,1,,,,,,,,
Cariboo,ESSFdc2,ESSFdc2/05,Bl,2,1,2,north aspect and upper,,10,13,,,,
Kamloops,ESSFdc2,ESSFdc2/05,Bl,2,1,2,north aspect and upper,,10,13,,,,
Cariboo,ESSFdc2,ESSFdc2/05,Pl,1,1,1,,,,,,,,
Kamloops,ESSFdc2,ESSFdc2/05,Pl,1,1,1,,,,,,,,
Cariboo,ESSFdc2,ESSFdc2/06,Bl,2,1,1,,,,,,,,
Kamloops,ESSFdc2,ESSFdc2/06,Bl,2,1,1,,,,,,,,
Cariboo,ESSFdc2,ESSFdc2/06,Pl,2,1,1,,,,,,,,
Kamloops,ESSFdc2,ESSFdc2/06,Pl,2,1,1,,,,,,,,
Cariboo,ESSFdc2,ESSFdc2/07,Bl,2,1,1,,,,,,,,
Kamloops,ESSFdc2,ESSFdc2/07,Bl,2,1,1,,,,,,,,
Cariboo,ESSFdc2,ESSFdc2/07,Pl,2,2,2,,,,,,,,
Kamloops,ESSFdc2,ESSFdc2/07,Pl,2,2,2,,,,,,,,
Cariboo,ESSFdc2,ESSFdc2/08,Bl,1,2,2,,,1,32,,,,
Kamloops,ESSFdc2,ESSFdc2/08,Bl,1,2,2,,,1,32,,,,
Cariboo,ESSFdc2,ESSFdc2/08,Pl,2,2,2,,,1,,,,,
Kamloops,ESSFdc2,ESSFdc2/08,Pl,2,2,2,,,1,,,,,
LMH702016,ESSFdcw,ESSFdcw/101,Bl,2,2,2,,,202,,,,,
LMH702016,ESSFdcw,ESSFdcw/102,Bl,2,3,3,,,202,,,,,
LMH702016,ESSFdcw,ESSFdcw/102,Pa,3,3,3,,,,,,,,
LMH702016,ESSFdcw,ESSFdcw/102,Pl,3,3,3,,,34,,,,,
LMH702016,ESSFdcw,ESSFdcw/103,Bl,2,3,3,,,202,,,,,
LMH702016,ESSFdcw,ESSFdcw/103,Pa,3,3,3,,,,,,,,
LMH702016,ESSFdcw,ESSFdcw/110,Bl,1,2,2,,,202,,,,,
Kamloops,ESSFdv1,ESSFdv1/01,Bl,1,1,1,,,13,,,,,
Kamloops,ESSFdv1,ESSFdv1/01,Pa,2,2,2,,,9,13,,,,
Kamloops,ESSFdv1,ESSFdv1/01,Pl,2,1,1,,,,,,,,
Kamloops,ESSFdv1,ESSFdv1/02,At,0,3,3,,,901,,,,,
Kamloops,ESSFdv1,ESSFdv1/02,Bl,2,2,2,,,,,,,,
Kamloops,ESSFdv1,ESSFdv1/02,Pa,2,1,1,,,9,13,,,,
Kamloops,ESSFdv1,ESSFdv1/02,Pl,1,1,1,,,,,,,,
Kamloops,ESSFdv1,ESSFdv1/03,Bl,3,2,2,,,,,,,,
Kamloops,ESSFdv1,ESSFdv1/03,Pa,2,1,1,,,9,13,,,,
Kamloops,ESSFdv1,ESSFdv1/03,Pl,1,1,1,,,,,,,,
Kamloops,ESSFdv1,ESSFdv1/04,Bl,1,1,1,,,10,13,,,,
Kamloops,ESSFdv1,ESSFdv1/04,Pa,2,2,2,,,9,13,,,,
Kamloops,ESSFdv1,ESSFdv1/04,Pl,2,1,1,,,,,,,,
Kamloops,ESSFdv1,ESSFdv1/05,Bl,1,1,1,,,32,,,,,
Kamloops,ESSFdv1,ESSFdv1/05,Pa,2,2,2,,,9,13,,,,
Kamloops,ESSFdv1,ESSFdv1/05,Pl,1,2,2,,,,,,,,
Kamloops,ESSFdv1,ESSFdv1/06,Bl,1,1,1,,,1,32,,,,
Kamloops,ESSFdv1,ESSFdv1/06,Pa,3,2,2,,,9,13,,,,
Kamloops,ESSFdv1,ESSFdv1/06,Pl,2,2,2,,,1,,,,,
Kamloops,ESSFdv2,ESSFdv2/01,Bl,1,1,1,,,13,,,,,
Kamloops,ESSFdv2,ESSFdv2/01,Pa,2,2,2,,,9,13,,,,
Kamloops,ESSFdv2,ESSFdv2/01,Pl,2,1,1,,,,,,,,
Kamloops,ESSFdv2,ESSFdv2/02,At,0,3,3,,,901,,,,,
Kamloops,ESSFdv2,ESSFdv2/02,Bl,2,2,2,,,,,,,,
Kamloops,ESSFdv2,ESSFdv2/02,Pa,2,1,1,,,9,13,,,,
Kamloops,ESSFdv2,ESSFdv2/02,Pl,2,1,1,,,,,,,,
Kamloops,ESSFdv2,ESSFdv2/03,Bl,2,2,2,,,,,,,,
Kamloops,ESSFdv2,ESSFdv2/03,Pa,2,1,1,,,9,13,,,,
Kamloops,ESSFdv2,ESSFdv2/03,Pl,1,1,1,,,,,,,,
Kamloops,ESSFdv2,ESSFdv2/04,Bl,2,1,1,,,10,13,,,,
Kamloops,ESSFdv2,ESSFdv2/04,Pa,2,2,2,,,9,13,,,,
Kamloops,ESSFdv2,ESSFdv2/04,Pl,1,1,1,,,,,,,,
Kamloops,ESSFdv2,ESSFdv2/05,Bl,1,1,1,,,32,,,,,
Kamloops,ESSFdv2,ESSFdv2/05,Pa,2,2,2,,,9,13,,,,
Kamloops,ESSFdv2,ESSFdv2/05,Pl,2,2,2,,,,,,,,
Kamloops,ESSFdv2,ESSFdv2/06,Bl,1,1,1,,,1,32,,,,
Kamloops,ESSFdv2,ESSFdv2/06,Pa,3,2,2,,,9,13,,,,
Kamloops,ESSFdv2,ESSFdv2/06,Pl,2,2,2,,,1,,,,,
Pr Rupert,ESSFmc,ESSFmc/01,Bl,1,1,1,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/01,Pl,2,2,2,,,34,,,,,
Pr Rupert,ESSFmc,ESSFmc/01,Sx,,1,1,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/02,Bl,2,2,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmc,ESSFmc/02,Pl,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmc,ESSFmc/02,Sx,,2,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmc,ESSFmc/03,Bl,2,2,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmc,ESSFmc/03,Pl,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmc,ESSFmc/03,Sx,,2,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmc,ESSFmc/04,Bl,1,1,1,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/04,Pl,1,1,1,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/04,Sx,,2,2,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/05,Bl,1,1,1,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/05,Pl,2,2,2,,,34,,,,,
Pr Rupert,ESSFmc,ESSFmc/05,Sx,,1,1,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/06,Bl,1,1,1,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/06,Pl,2,2,2,,,34,,,,,
Pr Rupert,ESSFmc,ESSFmc/06,Sx,,1,1,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/07,Bl,1,1,1,,,,,,,,
Pr Rupert,ESSFmc,ESSFmc/07,Pl,3,3,3,,,34,,,,,
Pr Rupert,ESSFmc,ESSFmc/07,Sx,,1,1,,,32,,,,,
Pr Rupert,ESSFmc,ESSFmc/08,Bl,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmc,ESSFmc/08,Sx,,1,2,Marginal Productivity,NonProd,32,,,,,
Pr Rupert,ESSFmc,ESSFmc/09,Bl,1,1,1,,,1,,,,,
Pr Rupert,ESSFmc,ESSFmc/09,Sx,,1,1,,,1,32,,,,
Pr Rupert,ESSFmc,ESSFmc/10,Bl,1,1,1,,,1,,,,,
Pr Rupert,ESSFmc,ESSFmc/10,Sx,,1,1,,,1,32,,,,
Pr Rupert,ESSFmk,ESSFmk/01,Ba,3,3,3,,,17,,,,,
Pr Rupert,ESSFmk,ESSFmk/01,Bl,1,1,1,,,,,,,,
Pr Rupert,ESSFmk,ESSFmk/01,Hm,2,2,2,,,,,,,,
Pr Rupert,ESSFmk,ESSFmk/01,Pl,2,2,2,,,34,,,,,
Pr Rupert,ESSFmk,ESSFmk/02,Bl,2,2,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmk,ESSFmk/02,Hm,2,2,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmk,ESSFmk/02,Pa,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmk,ESSFmk/02,Pl,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmk,ESSFmk/03,Ba,3,3,3,Marginal Productivity,NonProd,17,,,,,
Pr Rupert,ESSFmk,ESSFmk/03,Bl,2,2,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmk,ESSFmk/03,Hm,2,2,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmk,ESSFmk/03,Pa,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmk,ESSFmk/03,Pl,1,1,2,Marginal Productivity,NonProd,,,,,,
Pr Rupert,ESSFmk,ESSFmk/04,Ba,3,3,3,,,17,,,,,
Pr Rupert,ESSFmk,ESSFmk/04,Bl,1,1,1,,,,,,,,
Pr Rupert,ESSFmk,ESSFmk/04,Hm,2,2,2,,,,,,,,
Pr Rupert,ESSFmk,ESSFmk/04,Pl,2,2,2,,,34,,,,,
Pr Rupert,ESSFmk,ESSFmk/05,Ba,3,3,3,,,17,,,,,
Pr Rupert,ESSFmk,ESSFmk/05,Bl,1,1,1,,,,,,,,
Pr Rupert,ESSFmk,ESSFmk/05,Hm,2,2,2,,,,,,,,
Pr Rupert,ESSFmk,ESSFmk/05,Pl,3,3,3,,,34,,,,,
Pr Rupert,ESSFmk,ESSFmk/06,Ba,3,3,3,,,,,,,,
Pr Rupert,ESSFmk,ESSFmk/06,Bl,1,1,1,,,1,,,,,
Pr Rupert,ESSFmk,ESSFmk/06,Hm,3,3,3,,,,,,,,
Pr Rupert,ESSFmk,ESSFmk/07,Ba,3,3,3,,,,,,,,
Pr Rupert,ESSFmk,ESSFmk/07,Bl,1,1,1,,,1,,,,,
Pr George,ESSFmm1,ESSFmm1/01,Bl,1,1,1,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/01,Pl,2,2,2,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/02,Bl,1,1,2,,,28,,,,,
Pr George,ESSFmm1,ESSFmm1/02,Pl,1,1,1,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/03,Bl,2,2,2,,,28,,,,,
Pr George,ESSFmm1,ESSFmm1/03,Pl,1,1,1,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/04,Bl,1,1,1,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/04,Pl,2,2,2,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/05,Bl,1,1,1,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/05,Pl,2,2,2,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/06,Bl,1,1,1,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/06,Pl,2,2,2,,,,,,,,
Pr George,ESSFmm1,ESSFmm1/07,Bl,1,1,2,Marginal Productivity,NonProd,1,32,,,,
Pr George,ESSFmm1,ESSFmm1/07,Pl,2,2,2,Marginal Productivity,NonProd,1,,,,,
Cariboo,ESSFmv1,ESSFmv1/01,Bl,1,1,1,,,,,,,,
Pr George,ESSFmv1,ESSFmv1/01,Bl,1,1,1,,,,,,,,
Cariboo,ESSFmv1,ESSFmv1/01,Pl,1,2,1,,,,,,,,
Pr George,ESSFmv1,ESSFmv1/01,Pl,1,2,1,,,,,,,,
Cariboo,ESSFmv1,ESSFmv1/02,Bl,3,3,3,,,,,,,,
Pr George,ESSFmv1,ESSFmv1/02,Bl,3,3,3,,,,,,,,
Cariboo,ESSFmv1,ESSFmv1/02,Pl,1,1,1,,,,,,,,
Pr George,ESSFmv1,ESSFmv1/02,Pl,1,1,1,,,,,,,,
Cariboo,ESSFmv1,ESSFmv1/03,Bl,1,1,1,,,,,,,,
Pr George,ESSFmv1,ESSFmv1/03,Bl,1,1,1,,,,,,,,
Cariboo,ESSFmv1,ESSFmv1/03,Pl,1,1,1,,,,,,,,
Pr George,ESSFmv1,ESSFmv1/03,Pl,1,1,1,,,,,,,,
Cariboo,ESSFmv1,ESSFmv1/04,Bl,1,1,1,,,,,,,,
Pr George,ESSFmv1,ESSFmv1/04,Bl,1,1,1,,,,,,,,
Cariboo,ESSFmv1,ESSFmv1/04,Pl,2,2,2,,,,,,,,
Pr George,ESSFmv1,ESSFmv1/04,Pl,2,2,2,,,,,,,,
Cariboo,ESSFmv1,ESSFmv1/05,Bl,1,1,1,,,1,32,,,,
Pr George,ESSFmv1,ESSFmv1/05,Bl,1,1,1,,,1,32,,,,
Cariboo,ESSFmv1,ESSFmv1/05,Pl,2,2,2,,,1,,,,,
Pr George,ESSFmv1,ESSFmv1/05,Pl,2,2,2,,,1,,,,,
Pr George,ESSFmv2,ESSFmv2/01,Bl,1,1,1,,,,,,,,
Pr George,ESSFmv2,ESSFmv2/01,Pl,2,2,2,,,,,,,,
Pr George,ESSFmv2,ESSFmv2/02,Bl,1,1,2,Marginal Productivity,NonProd,,,,,,
