Region,BGC,Unit,Spp,RefSuit,ESuitAB,ESuit,Comment,NonProd,FN1,FN2,FN3,FN4,FN5,FN6
Nelson,ICHdw4,ICHdw4/103,Ep,0,,2,,,901,,,,,
Nelson,ICHdw4,ICHdw4/103,Fd,1,,1,,,58,,,,,
Nelson,ICHdw4,ICHdw4/103,Lw,2,,2,,,,,,,,
Nelson,ICHdw4,ICHdw4/103,Pl,3,,3,,,13,,,,,
Nelson,ICHdw4,ICHdw4/103,Pw,3,,3,,,31,,,,,
Nelson,ICHdw4,ICHdw4/103,Py,3,,3,,,,,,,,
Nelson,ICHdw4,ICHdw4/104,At,0,,2,,,901,,,,,
Nelson,ICHdw4,ICHdw4/104,Cw,3,,3,,,10,204,,,,
Nelson,ICHdw4,ICHdw4/104,Ep,0,,2,,,901,,,,,
Nelson,ICHdw4,ICHdw4/104,Fd,1,,1,,,58,,,,,
Nelson,ICHdw4,ICHdw4/104,Hw,3,,3,,,,,,,,
Nelson,ICHdw4,ICHdw4/104,Lw,1,,1,,,,,,,,
Nelson,ICHdw4,ICHdw4/104,Pl,2,,2,,,,,,,,
Nelson,ICHdw4,ICHdw4/104,Pw,2,,2,,,31,,,,,
Nelson,ICHdw4,ICHdw4/104,Py,3,,3,,,9,203,,,,
Nelson,ICHdw4,ICHdw4/104,Sx,3,,3,,,10,13,,,,
Nelson,ICHdw4,ICHdw4/110,Act,0,,2,,,901,,,,,
Nelson,ICHdw4,ICHdw4/110,At,0,,3,,,901,,,,,
Nelson,ICHdw4,ICHdw4/110,Bl,3,,3,,,12,13,,,,
Nelson,ICHdw4,ICHdw4/110,Cw,1,,1,,,,,,,,
Nelson,ICHdw4,ICHdw4/110,Ep,0,,2,,,901,,,,,
Nelson,ICHdw4,ICHdw4/110,Fd,2,,2,,,1,32,,,,
Nelson,ICHdw4,ICHdw4/110,Hw,2,,2,,,,,,,,
Nelson,ICHdw4,ICHdw4/110,Lw,2,,2,,,1,32,,,,
Nelson,ICHdw4,ICHdw4/110,Pl,3,,3,,,1,,,,,
Nelson,ICHdw4,ICHdw4/110,Pw,2,,2,,,1,31,,,,
Nelson,ICHdw4,ICHdw4/110,Sx,1,,1,,,,,,,,
Nelson,ICHdw4,ICHdw4/111,Act,0,,2,,,901,,,,,
Nelson,ICHdw4,ICHdw4/111,At,0,,3,,,901,,,,,
Nelson,ICHdw4,ICHdw4/111,Bl,3,,3,,,12,13,,,,
Nelson,ICHdw4,ICHdw4/111,Cw,1,,1,,,1,32,,,,
Nelson,ICHdw4,ICHdw4/111,Hw,2,,2,,,1,32,,,,
Nelson,ICHdw4,ICHdw4/111,Pw,3,,3,,,31,,,,,
Nelson,ICHdw4,ICHdw4/111,Sx,1,,1,,,1,,,,,
Nelson,ICHdw4,ICHdw4/112,Act,0,,2,,,901,,,,,
Nelson,ICHdw4,ICHdw4/112,At,0,,3,,,901,,,,,
Nelson,ICHdw4,ICHdw4/112,Bl,3,,3,,,12,13,,,,
Nelson,ICHdw4,ICHdw4/112,Cw,1,,1,,,1,32,,,,
Nelson,ICHdw4,ICHdw4/112,Ep,0,,3,,,901,,,,,
Nelson,ICHdw4,ICHdw4/112,Hw,2,,2,,,1,32,,,,
Nelson,ICHdw4,ICHdw4/112,Pw,3,,3,,,31,,,,,
Nelson,ICHdw4,ICHdw4/112,Sx,1,,1,,,1,,,,,
Nelson,ICHmw1,ICHmw1/01,At,0,,2,,,901,,,,,
Nelson,ICHmw1,ICHmw1/01,Bl,3,,3,,,,,,,,
Nelson,ICHmw1,ICHmw1/01,Cw,2,,2,,,,,,,,
Nelson,ICHmw1,ICHmw1/01,Ep,0,,2,,,901,,,,,
Nelson,ICHmw1,ICHmw1/01,Fd,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/01,Hw,3,,3,,,,,,,,
Nelson,ICHmw1,ICHmw1/01,Lw,2,,4,,,23,,,,,
Nelson,ICHmw1,ICHmw1/01,Lw,3,,4,,,23,,,,,
Nelson,ICHmw1,ICHmw1/01,Pl,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/01,Pw,2,,2,,,31,49,,,,
Nelson,ICHmw1,ICHmw1/01,Sx,2,,2,,,,,,,,
Nelson,ICHmw1,ICHmw1/02,At,0,,3,,,901,,,,,
Nelson,ICHmw1,ICHmw1/02,Bl,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/02,Cw,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/02,Ep,0,,3,,,901,,,,,
Nelson,ICHmw1,ICHmw1/02,Fd,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/02,Hw,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/02,Lw,3,,4,,,23,,,,,
Nelson,ICHmw1,ICHmw1/02,Pl,2,,2,,,49,,,,,
Nelson,ICHmw1,ICHmw1/02,Pw,2,,2,,,31,49,,,,
Nelson,ICHmw1,ICHmw1/02,Sx,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/03,At,0,,3,,,901,,,,,
Nelson,ICHmw1,ICHmw1/03,Bl,2,,2,,,28,,,,,
Nelson,ICHmw1,ICHmw1/03,Cw,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/03,Ep,0,,3,,,901,,,,,
Nelson,ICHmw1,ICHmw1/03,Fd,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/03,Hw,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/03,Lw,2,,4,,,23,,,,,
Nelson,ICHmw1,ICHmw1/03,Lw,3,,4,,,23,,,,,
Nelson,ICHmw1,ICHmw1/03,Pl,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/03,Pw,2,,2,,,31,49,,,,
Nelson,ICHmw1,ICHmw1/03,Sx,2,,2,,,10,13,28,,,
Nelson,ICHmw1,ICHmw1/04,At,0,,3,,,901,,,,,
Nelson,ICHmw1,ICHmw1/04,Bl,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/04,Cw,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/04,Ep,0,,2,,,901,,,,,
Nelson,ICHmw1,ICHmw1/04,Fd,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/04,Hw,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/04,Lw,2,,4,,,23,,,,,
Nelson,ICHmw1,ICHmw1/04,Lw,3,,4,,,23,,,,,
Nelson,ICHmw1,ICHmw1/04,Pa,3,,3,,,,,,,,
Nelson,ICHmw1,ICHmw1/04,Pl,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/04,Pw,2,,2,,,31,49,,,,
Nelson,ICHmw1,ICHmw1/04,Sx,3,,3,,,28,,,,,
Nelson,ICHmw1,ICHmw1/05,Act,0,,2,,,901,,,,,
Nelson,ICHmw1,ICHmw1/05,At,0,,3,,,901,,,,,
Nelson,ICHmw1,ICHmw1/05,Bl,2,,2,,,,,,,,
Nelson,ICHmw1,ICHmw1/05,Cw,1,,1,,,32,,,,,
Nelson,ICHmw1,ICHmw1/05,Ep,0,,2,,,901,,,,,
Nelson,ICHmw1,ICHmw1/05,Fd,1,,1,,,1,32,,,,
Nelson,ICHmw1,ICHmw1/05,Hw,1,,1,,,32,,,,,
Nelson,ICHmw1,ICHmw1/05,Pl,2,,2,,,,,,,,
Nelson,ICHmw1,ICHmw1/05,Pw,2,,2,,,1,32,49,,,
Nelson,ICHmw1,ICHmw1/05,Sx,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/06,Act,0,,2,,,901,,,,,
Nelson,ICHmw1,ICHmw1/06,At,0,,3,,,901,,,,,
Nelson,ICHmw1,ICHmw1/06,Bl,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/06,Cw,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/06,Ep,0,,2,,,901,,,,,
Nelson,ICHmw1,ICHmw1/06,Fd,1,,2,lower and warmer,,9,14,,,,
Nelson,ICHmw1,ICHmw1/06,Hw,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/06,Lw,3,,3,,,9,14,23,,,
Nelson,ICHmw1,ICHmw1/06,Pl,2,,2,,,,,,,,
Nelson,ICHmw1,ICHmw1/06,Pw,2,,2,,,31,49,,,,
Nelson,ICHmw1,ICHmw1/06,Sx,1,,1,,,,,,,,
Nelson,ICHmw1,ICHmw1/07,Act,0,,2,,,901,,,,,
Nelson,ICHmw1,ICHmw1/07,At,0,,3,,,901,,,,,
Nelson,ICHmw1,ICHmw1/07,Bl,2,,2,,,,,,,,
Nelson,ICHmw1,ICHmw1/07,Cw,1,,1,,,32,,,,,
Nelson,ICHmw1,ICHmw1/07,Ep,0,,2,,,901,,,,,
Nelson,ICHmw1,ICHmw1/07,Fd,2,,2,,,1,14,32,,,
Nelson,ICHmw1,ICHmw1/07,Hw,1,,1,,,32,,,,,
Nelson,ICHmw1,ICHmw1/07,Pl,2,,2,,,,,,,,
Nelson,ICHmw1,ICHmw1/07,Sx,1,,1,,,,,,,,
Nelson,ICHmw2,ICHmw2/101,Act,0,,3,,,901,,,,,
Nelson,ICHmw2,ICHmw2/101,At,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/101,Bl,3,,3,,,10,13,,,,
Nelson,ICHmw2,ICHmw2/101,Cw,2,,2,,,,,,,,
Nelson,ICHmw2,ICHmw2/101,Ep,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/101,Fd,1,,1,,,58,,,,,
Nelson,ICHmw2,ICHmw2/101,Hw,2,,2,,,,,,,,
Nelson,ICHmw2,ICHmw2/101,Lw,1,,1,,,,,,,,
Nelson,ICHmw2,ICHmw2/101,Pw,2,,2,,,31,,,,,
Nelson,ICHmw2,ICHmw2/101,Sx,2,,2,,,10,13,,,,
Nelson,ICHmw2,ICHmw2/102,At,0,,3,,,901,,,,,
Nelson,ICHmw2,ICHmw2/102,Fd,1,,1,,,58,,,,,
Nelson,ICHmw2,ICHmw2/102,Lw,2,,2,,,,,,,,
Nelson,ICHmw2,ICHmw2/102,Pl,1,,1,,,,,,,,
Nelson,ICHmw2,ICHmw2/102,Py,3,,3,,,9,14,203,,,
Nelson,ICHmw2,ICHmw2/103,At,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/103,Cw,3,,3,,,13,,,,,
Nelson,ICHmw2,ICHmw2/103,Ep,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/103,Fd,1,,1,,,58,,,,,
Nelson,ICHmw2,ICHmw2/103,Lw,1,,1,,,,,,,,
Nelson,ICHmw2,ICHmw2/103,Pl,3,,3,,,,,,,,
Nelson,ICHmw2,ICHmw2/103,Pw,3,,3,,,31,,,,,
Nelson,ICHmw2,ICHmw2/103,Py,3,,3,,,9,14,203,,,
Nelson,ICHmw2,ICHmw2/104,At,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/104,Bl,3,,3,,,10,13,,,,
Nelson,ICHmw2,ICHmw2/104,Cw,2,,2,,,,,,,,
Nelson,ICHmw2,ICHmw2/104,Ep,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/104,Fd,1,,1,,,58,,,,,
Nelson,ICHmw2,ICHmw2/104,Hw,2,,2,,,,,,,,
Nelson,ICHmw2,ICHmw2/104,Lw,1,,1,,,,,,,,
Nelson,ICHmw2,ICHmw2/104,Pl,3,,3,,,,,,,,
Nelson,ICHmw2,ICHmw2/104,Pw,2,,2,,,31,,,,,
Nelson,ICHmw2,ICHmw2/104,Py,3,,3,,,9,14,203,,,
Nelson,ICHmw2,ICHmw2/104,Sx,3,,3,,,10,13,,,,
Nelson,ICHmw2,ICHmw2/110,Act,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/110,At,0,,3,,,901,,,,,
Nelson,ICHmw2,ICHmw2/110,Bl,3,,3,,,10,13,,,,
Nelson,ICHmw2,ICHmw2/110,Cw,1,,1,,,,,,,,
Nelson,ICHmw2,ICHmw2/110,Ep,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/110,Fd,2,,2,,,1,14,32,58,,
Nelson,ICHmw2,ICHmw2/110,Hw,2,,2,,,,,,,,
Nelson,ICHmw2,ICHmw2/110,Lw,2,,2,,,1,14,,,,
Nelson,ICHmw2,ICHmw2/110,Pw,2,,2,,,31,,,,,
Nelson,ICHmw2,ICHmw2/110,Sx,2,,2,,,,,,,,
Nelson,ICHmw2,ICHmw2/111,Act,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/111,At,0,,3,,,901,,,,,
Nelson,ICHmw2,ICHmw2/111,Bl,3,,2,,,,,,,,
Nelson,ICHmw2,ICHmw2/111,Cw,1,,2,,,32,,,,,
Nelson,ICHmw2,ICHmw2/111,Ep,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/111,Fd,3,,3,,,1,32,,,,
Nelson,ICHmw2,ICHmw2/111,Hw,2,,3,,,32,,,,,
Nelson,ICHmw2,ICHmw2/111,Lw,3,,3,,,1,32,,,,
Nelson,ICHmw2,ICHmw2/111,Pw,2,,2,,,31,,,,,
Nelson,ICHmw2,ICHmw2/111,Sx,1,,1,,,,,,,,
Nelson,ICHmw2,ICHmw2/112,Act,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/112,Bl,2,,2,,,202,,,,,
Nelson,ICHmw2,ICHmw2/112,Cw,2,,2,,,1,32,,,,
Nelson,ICHmw2,ICHmw2/112,Hw,3,,3,,,1,32,,,,
Nelson,ICHmw2,ICHmw2/112,Sx,1,,1,,,,,,,,
Nelson,ICHmw2,ICHmw2/113,Act,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/113,Bl,2,,2,,,1,202,,,,
Nelson,ICHmw2,ICHmw2/113,Cw,1,,1,,,1,32,,,,
Nelson,ICHmw2,ICHmw2/113,Hw,2,,2,,,1,32,,,,
Nelson,ICHmw2,ICHmw2/113,Sx,1,,1,,,1,,,,,
Nelson,ICHmw2,ICHmw2/114,Act,0,,2,,,901,,,,,
Nelson,ICHmw2,ICHmw2/114,Bl,2,,2,,,1,202,,,,
Nelson,ICHmw2,ICHmw2/114,Cw,1,,1,,,1,32,,,,
Nelson,ICHmw2,ICHmw2/114,Hw,2,,2,,,1,32,,,,
Nelson,ICHmw2,ICHmw2/114,Sx,1,,1,,,1,,,,,
Nelson,ICHmw4,ICHmw4/101,Act,0,,3,,,901,,,,,
Nelson,ICHmw4,ICHmw4/101,At,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/101,Bg,3,,3,,,14,,,,,
Nelson,ICHmw4,ICHmw4/101,Bl,3,,3,,,10,13,,,,
Nelson,ICHmw4,ICHmw4/101,Cw,1,,1,,,,,,,,
Nelson,ICHmw4,ICHmw4/101,Ep,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/101,Fd,1,,1,,,58,,,,,
Nelson,ICHmw4,ICHmw4/101,Hw,2,,2,,,,,,,,
Nelson,ICHmw4,ICHmw4/101,Lw,1,,1,,,,,,,,
Nelson,ICHmw4,ICHmw4/101,Pl,2,,2,,,,,,,,
Nelson,ICHmw4,ICHmw4/101,Pw,2,,2,,,31,,,,,
Nelson,ICHmw4,ICHmw4/101,Sx,2,,2,,,10,13,,,,
Nelson,ICHmw4,ICHmw4/102,Fd,1,,1,,,58,,,,,
Nelson,ICHmw4,ICHmw4/102,Lw,2,,2,,,,,,,,
Nelson,ICHmw4,ICHmw4/102,Pl,2,,2,,,,,,,,
Nelson,ICHmw4,ICHmw4/102,Py,3,,3,,,9,14,203,,,
Nelson,ICHmw4,ICHmw4/103,At,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/103,Bl,3,,3,,,10,13,,,,
Nelson,ICHmw4,ICHmw4/103,Cw,3,,3,,,13,10,,,,
Nelson,ICHmw4,ICHmw4/103,Ep,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/103,Fd,1,,1,,,58,,,,,
Nelson,ICHmw4,ICHmw4/103,Lw,1,,1,,,,,,,,
Nelson,ICHmw4,ICHmw4/103,Pl,3,,3,,,,,,,,
Nelson,ICHmw4,ICHmw4/103,Pw,3,,3,,,31,,,,,
Nelson,ICHmw4,ICHmw4/103,Py,3,,3,,,9,14,203,,,
Nelson,ICHmw4,ICHmw4/104,At,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/104,Bg,3,,3,,,14,,,,,
Nelson,ICHmw4,ICHmw4/104,Bl,3,,3,,,10,13,,,,
Nelson,ICHmw4,ICHmw4/104,Cw,2,,2,,,,,,,,
Nelson,ICHmw4,ICHmw4/104,Ep,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/104,Fd,1,,1,,,58,,,,,
Nelson,ICHmw4,ICHmw4/104,Hw,3,,3,,,,,,,,
Nelson,ICHmw4,ICHmw4/104,Lw,1,,1,,,,,,,,
Nelson,ICHmw4,ICHmw4/104,Pl,3,,3,,,,,,,,
Nelson,ICHmw4,ICHmw4/104,Pw,2,,2,,,31,,,,,
Nelson,ICHmw4,ICHmw4/104,Py,3,,3,,,9,14,23,,,
Nelson,ICHmw4,ICHmw4/104,Sx,3,,3,,,10,13,204,,,
Nelson,ICHmw4,ICHmw4/110,Act,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/110,At,0,,3,,,901,,,,,
Nelson,ICHmw4,ICHmw4/110,Bg,3,,3,,,14,,,,,
Nelson,ICHmw4,ICHmw4/110,Bl,3,,2,,,10,13,,,,
Nelson,ICHmw4,ICHmw4/110,Cw,1,,1,,,,,,,,
Nelson,ICHmw4,ICHmw4/110,Ep,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/110,Fd,2,,3,,,1,14,32,58,,
Nelson,ICHmw4,ICHmw4/110,Hw,2,,3,,,,,,,,
Nelson,ICHmw4,ICHmw4/110,Lw,2,,2,,,1,14,32,,,
Nelson,ICHmw4,ICHmw4/110,Pw,3,,3,,,31,,,,,
Nelson,ICHmw4,ICHmw4/110,Sx,1,,1,,,,,,,,
Nelson,ICHmw4,ICHmw4/110,Sx,3,,1,,,10,13,,,,
Nelson,ICHmw4,ICHmw4/111,Bl,2,,2,,,202,,,,,
Nelson,ICHmw4,ICHmw4/111,Cw,3,,1,,,1,32,,,,
Nelson,ICHmw4,ICHmw4/111,Hw,3,,3,,,1,32,,,,
Nelson,ICHmw4,ICHmw4/111,Sx,1,,1,,,,,,,,
Nelson,ICHmw4,ICHmw4/112,Act,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/112,At,0,,3,,,901,,,,,
Nelson,ICHmw4,ICHmw4/112,Bl,3,,2,,,,,,,,
Nelson,ICHmw4,ICHmw4/112,Cw,1,,1,,,32,,,,,
Nelson,ICHmw4,ICHmw4/112,Ep,0,,3,,,901,,,,,
Nelson,ICHmw4,ICHmw4/112,Fd,3,,3,,,1,32,,,,
Nelson,ICHmw4,ICHmw4/112,Hw,2,,3,,,32,,,,,
Nelson,ICHmw4,ICHmw4/112,Lw,3,,3,,,1,32,,,,
Nelson,ICHmw4,ICHmw4/112,Pw,3,,3,,,31,32,,,,
Nelson,ICHmw4,ICHmw4/112,Sx,1,,1,,,,,,,,
Nelson,ICHmw4,ICHmw4/113,Act,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/113,At,0,,3,,,901,,,,,
Nelson,ICHmw4,ICHmw4/113,Bl,2,,2,,,202,,,,,
Nelson,ICHmw4,ICHmw4/113,Cw,3,,1,,,1,32,,,,
Nelson,ICHmw4,ICHmw4/113,Ep,0,,3,,,901,,,,,
Nelson,ICHmw4,ICHmw4/113,Hw,3,,3,,,1,32,,,,
Nelson,ICHmw4,ICHmw4/113,Sx,1,,1,,,,,,,,
Nelson,ICHmw4,ICHmw4/114,Act,0,,2,,,901,,,,,
Nelson,ICHmw4,ICHmw4/114,At,0,,3,,,901,,,,,
Nelson,ICHmw4,ICHmw4/114,Bl,2,,2,,,202,,,,,
Nelson,ICHmw4,ICHmw4/114,Cw,2,,2,,,1,32,,,,
Nelson,ICHmw4,ICHmw4/114,Ep,0,,3,,,901,,,,,
Nelson,ICHmw4,ICHmw4/114,Hw,2,,2,,,1,32,,,,
Nelson,ICHmw4,ICHmw4/114,Sx,1,,1,,,,,,,,
Nelson,ICHmw5,ICHmw5/101,Act,0,,3,,,901,,,,,
Nelson,ICHmw5,ICHmw5/101,At,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/101,Bg,3,,3,,,,,,,,
Nelson,ICHmw5,ICHmw5/101,Bl,3,,3,,,10,13,,,,
Nelson,ICHmw5,ICHmw5/101,Cw,2,,2,,,,,,,,
Nelson,ICHmw5,ICHmw5/101,Ep,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/101,Fd,1,,1,,,58,,,,,
Nelson,ICHmw5,ICHmw5/101,Hw,3,,3,,,,,,,,
Nelson,ICHmw5,ICHmw5/101,Lw,1,,1,,,,,,,,
Nelson,ICHmw5,ICHmw5/101,Pl,2,,2,,,,,,,,
Nelson,ICHmw5,ICHmw5/101,Pw,2,,2,,,31,,,,,
Nelson,ICHmw5,ICHmw5/101,Sx,2,,2,,,10,13,,,,
Nelson,ICHmw5,ICHmw5/102,At,0,,3,,,901,,,,,
Nelson,ICHmw5,ICHmw5/102,Ep,0,,3,,,901,,,,,
Nelson,ICHmw5,ICHmw5/102,Fd,1,,1,,,58,,,,,
Nelson,ICHmw5,ICHmw5/102,Lw,2,,2,,,,,,,,
Nelson,ICHmw5,ICHmw5/102,Pl,2,,2,,,,,,,,
Nelson,ICHmw5,ICHmw5/102,Py,3,,3,,,9,14,16,,,
Nelson,ICHmw5,ICHmw5/103,At,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/103,Ep,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/103,Fd,1,,1,,,58,,,,,
Nelson,ICHmw5,ICHmw5/103,Lw,1,,1,,,,,,,,
Nelson,ICHmw5,ICHmw5/103,Pl,2,,2,,,,,,,,
Nelson,ICHmw5,ICHmw5/103,Pw,3,,3,,,31,,,,,
Nelson,ICHmw5,ICHmw5/103,Py,3,,3,,,9,14,16,,,
Nelson,ICHmw5,ICHmw5/104,At,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/104,Bg,3,,3,,,14,16,,,,
Nelson,ICHmw5,ICHmw5/104,Bl,3,,3,,,10,13,,,,
Nelson,ICHmw5,ICHmw5/104,Cw,3,,3,,,,,,,,
Nelson,ICHmw5,ICHmw5/104,Ep,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/104,Fd,1,,1,,,58,,,,,
Nelson,ICHmw5,ICHmw5/104,Hw,3,,3,,,,,,,,
Nelson,ICHmw5,ICHmw5/104,Lw,1,,1,,,,,,,,
Nelson,ICHmw5,ICHmw5/104,Pl,2,,3,,,,,,,,
Nelson,ICHmw5,ICHmw5/104,Pw,2,,2,,,31,,,,,
Nelson,ICHmw5,ICHmw5/104,Py,,,3,,,9,14,16,,,6
Nelson,ICHmw5,ICHmw5/104,Sx,3,,3,,,10,13,,,,
Nelson,ICHmw5,ICHmw5/110,Act,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/110,At,0,,3,,,901,,,,,
Nelson,ICHmw5,ICHmw5/110,Bl,3,,3,,,,,,,,
Nelson,ICHmw5,ICHmw5/110,Cw,1,,1,,,,,,,,
Nelson,ICHmw5,ICHmw5/110,Ep,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/110,Fd,2,,2,,,1,14,32,58,,
Nelson,ICHmw5,ICHmw5/110,Hw,2,,2,,,,,,,,
Nelson,ICHmw5,ICHmw5/110,Lw,2,,2,,,1,14,32,,,
Nelson,ICHmw5,ICHmw5/110,Pl,3,,3,,,,,,,,
Nelson,ICHmw5,ICHmw5/110,Pw,3,,3,,,31,,,,,
Nelson,ICHmw5,ICHmw5/110,Sx,1,,1,,,,,,,,
Nelson,ICHmw5,ICHmw5/111,Act,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/111,At,0,,3,,,901,,,,,
Nelson,ICHmw5,ICHmw5/111,Bl,2,,2,,,202,,,,,
Nelson,ICHmw5,ICHmw5/111,Cw,1,,1,,,32,,,,,
Nelson,ICHmw5,ICHmw5/111,Ep,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/111,Fd,2,,2,,,1,32,,,,
Nelson,ICHmw5,ICHmw5/111,Hw,2,,3,,,32,,,,,
Nelson,ICHmw5,ICHmw5/111,Lw,2,,2,,,1,32,,,,
Nelson,ICHmw5,ICHmw5/111,Pw,3,,3,,,31,,,,,
Nelson,ICHmw5,ICHmw5/111,Sx,1,,1,,,,,,,,
Nelson,ICHmw5,ICHmw5/112,Act,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/112,At,0,,3,,,901,,,,,
Nelson,ICHmw5,ICHmw5/112,Bl,2,,2,,,1,202,,,,
Nelson,ICHmw5,ICHmw5/112,Cw,,,1,,,1,32,,,,
Nelson,ICHmw5,ICHmw5/112,Ep,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/112,Hw,3,,3,,,1,32,,,,
Nelson,ICHmw5,ICHmw5/112,Sx,1,,1,,,1,,,,,
Nelson,ICHmw5,ICHmw5/113,Act,0,,2,,,901,,,,,
Nelson,ICHmw5,ICHmw5/113,At,0,,3,,,901,,,,,
Nelson,ICHmw5,ICHmw5/113,Bl,2,,2,,,1,202,,,,
Nelson,ICHmw5,ICHmw5/113,Cw,1,,1,,,1,32,,,,
Nelson,ICHmw5,ICHmw5/113,Ep,0,,3,,,901,,,,,
Nelson,ICHmw5,ICHmw5/113,Hw,2,,2,,,1,32,,,,
Nelson,ICHmw5,ICHmw5/113,Sx,1,,1,,,1,,,,,
Nelson,ICHxw,ICHxw/101,At,0,,2,,,901,,,,,
Nelson,ICHxw,ICHxw/101,Bg,2,,2,,,,,,,,
Nelson,ICHxw,ICHxw/101,Cw,2,,2,,,,,,,,
Nelson,ICHxw,ICHxw/101,Ep,0,,3,,,901,,,,,
Nelson,ICHxw,ICHxw/101,Fd,1,,1,,,58,,,,,
Nelson,ICHxw,ICHxw/101,Hw,3,,3,,,10,13,,,,
Nelson,ICHxw,ICHxw/101,Lw,1,,1,,,,,,,,
Nelson,ICHxw,ICHxw/101,Pl,3,,3,,,,,,,,
Nelson,ICHxw,ICHxw/101,Pw,2,,2,,,31,,,,,
Nelson,ICHxw,ICHxw/101,Py,3,,3,,,,,,,,
Nelson,ICHxw,ICHxw/102,Ep,0,,3,,,901,,,,,
Nelson,ICHxw,ICHxw/102,Fd,1,,1,,,58,,,,,
Nelson,ICHxw,ICHxw/102,Py,1,,1,,,,,,,,
Nelson,ICHxw,ICHxw/103,At,0,,3,,,901,,,,,
Nelson,ICHxw,ICHxw/103,Ep,0,,3,,,901,,,,,
Nelson,ICHxw,ICHxw/103,Fd,1,,1,,,58,,,,,
Nelson,ICHxw,ICHxw/103,Lw,3,,3,,,,,,,,
Nelson,ICHxw,ICHxw/103,Py,1,,1,,,,,,,,
Nelson,ICHxw,ICHxw/104,At,0,,3,,,901,,,,,
Nelson,ICHxw,ICHxw/104,Bg,3,,3,,,,,,,,
Nelson,ICHxw,ICHxw/104,Cw,3,,3,,,10,13,,,,
Nelson,ICHxw,ICHxw/104,Ep,0,,3,,,901,,,,,
Nelson,ICHxw,ICHxw/104,Fd,1,,1,,,58,,,,,
Nelson,ICHxw,ICHxw/104,Lw,1,,1,,,,,,,,
Nelson,ICHxw,ICHxw/104,Pl,3,,3,,,,,,,,
Nelson,ICHxw,ICHxw/104,Pw,3,,3,,,31,,,,,
Nelson,ICHxw,ICHxw/104,Py,2,,2,,,,,,,,
